0.000000,0.000000,0.000000,0.000000,-6.458304,-6.764542,-1.077205,5.131997,13.125157,12.253606,4.452248,-4.277645,-5.112840,-0.668312,1.965610,0.993800,9.407640,14.927343,16.332167,14.875126,15.432640,21.801849,28.382154,24.752588,10.603629,-2.697180,-6.881591,-4.934916,-3.516823,-4.076811,-3.958787,-2.239027,-1.141207
9.610276,9.603874,7.655019,2.260323,-1.840355,1.151016,4.435945,5.630572,12.240964,14.342495,7.980277,-1.859965,-3.555568,0.093986,1.257544,-0.028131,9.567540,16.316724,17.952315,15.730166,15.145538,20.638432,26.909325,23.913756,10.950546,-0.574073,-2.766753,-2.370241,-3.499886,-4.741509,-4.089739,-2.675026,-1.719799
2.119264,7.145888,9.473357,5.676493,2.712809,5.708980,7.029115,5.025570,8.240441,14.674352,12.729245,3.677719,-1.543934,0.934277,1.416654,-0.490851,5.343083,15.592559,20.463632,18.973080,16.252336,19.137905,24.208998,22.497901,11.947287,2.621571,1.586624,0.862389,-1.774784,-3.661068,-3.078625,-2.340489,-2.132690
7.528007,11.470354,15.984652,14.349174,7.404014,5.362724,5.858895,4.473302,3.894873,8.728080,12.041821,8.075997,-0.818049,0.855723,2.832974,2.650945,-0.586359,9.157481,20.316729,23.985448,21.691984,21.067076,23.463058,22.461204,14.244899,5.593797,5.040053,4.410558,2.031368,0.692123,1.151285,1.804666,1.858909
8.140706,11.901530,19.841469,24.789402,20.398583,9.679818,5.295029,6.438963,7.454132,6.921155,4.740986,8.365872,9.846913,6.604297,6.582879,8.414866,7.053366,5.315708,17.504305,28.236242,30.177416,27.408749,25.697961,23.866757,17.697229,9.559634,8.275123,7.876291,5.953485,4.623801,4.378570,3.628724,2.749615
-2.224790,2.929107,16.020280,29.769922,33.612572,23.366570,11.138530,12.501679,17.968941,19.647456,16.306605,13.252437,17.694072,18.081507,13.783712,13.168547,12.719723,9.968951,15.474758,30.126215,38.363045,36.028553,29.996708,26.039209,21.426729,13.814381,9.850948,8.940312,7.375125,5.939544,4.884349,2.678909,0.970816
-14.432442,-8.270922,6.969604,26.653770,39.466828,35.664268,21.805774,21.139611,28.122984,30.125969,25.147714,17.008641,14.586326,18.084794,16.709902,13.744382,14.039356,13.734476,16.144970,28.662714,42.769690,44.593607,36.201788,28.632868,23.652874,15.347041,8.269292,6.772701,5.930412,4.749812,2.981438,-0.083776,-1.845960
-15.561738,-13.722416,-3.826174,16.174750,36.012876,41.608749,31.900716,27.741364,31.419306,31.415796,25.905579,17.115675,9.563660,7.936669,11.432745,10.579828,11.284258,13.844832,16.389951,23.377919,39.724299,49.552795,44.495519,33.832094,24.798439,13.475922,3.814215,3.860904,4.418192,3.589561,1.052906,-1.990095,-3.001182
-1.249655,-0.055674,1.680953,6.074056,26.197256,41.822384,39.103997,29.028017,26.122834,24.496380,21.304728,16.551052,11.042610,5.597896,2.498032,6.989239,6.455980,9.417174,13.358197,16.335846,26.909174,45.496890,50.533312,44.316857,35.075548,23.136008,7.460452,2.924898,4.906136,4.651498,2.124002,0.349186,0.224982
19.165427,19.193658,18.213307,14.855305,15.607304,39.120802,43.824427,30.462941,17.234422,14.991145,16.132315,17.260376,16.021357,10.821056,2.815794,3.836861,3.757921,2.115077,8.280428,14.149716,14.844028,30.134358,47.850500,51.673452,47.716511,38.588668,23.176874,7.785093,7.147101,8.145654,7.043211,6.621312,6.922110
31.425574,29.895839,25.284176,18.282044,13.261538,35.470914,44.708219,36.496865,20.043886,8.159118,12.119976,17.634375,19.584137,14.594690,3.670773,-0.254820,5.093196,-4.609364,4.800579,16.977103,20.854477,16.553320,35.644251,50.346108,53.411988,48.148457,34.906665,16.371706,8.838650,11.035021,11.454107,11.496954,11.721309
31.722344,30.383769,25.315212,17.027272,14.844533,30.995796,39.121073,38.339038,30.858050,16.795396,7.690411,13.973707,17.312531,12.952205,1.586284,-5.896862,5.493467,2.952704,6.762299,19.574376,24.043000,17.121283,18.989868,40.936722,51.830920,51.359375,41.505898,23.712400,8.067465,9.933339,11.102731,10.881715,10.729104
30.104775,29.866202,27.063300,20.461081,19.000768,27.190348,28.317659,35.833898,40.389938,33.985648,16.829195,6.562716,9.358888,6.851155,-1.732461,-10.513541,1.680437,10.603175,13.690305,20.157704,22.499036,14.993774,5.495999,26.344166,45.295682,51.142463,45.588510,30.241188,9.725228,4.820462,6.582943,6.559963,6.366275
35.294958,34.847875,32.122559,26.118916,23.227023,25.790440,18.087654,32.566751,46.225819,50.053473,38.579140,11.350640,-0.508351,0.776180,-2.174654,-6.873735,-4.363486,13.015967,19.801997,19.935457,18.241056,11.066605,-1.976275,9.900449,36.047512,49.543888,49.091136,36.570038,16.019591,-0.437494,2.044749,3.505368,3.869319
42.220094,40.297257,34.159011,24.172110,17.942300,22.130640,13.071955,23.224982,41.744387,57.080095,57.290864,34.299802,-1.746518,-0.393742,3.135705,3.557000,3.216194,11.334741,21.129543,19.924991,13.560475,7.489114,-2.671735,-6.062050,25.114007,45.996561,50.743699,41.127783,21.442301,0.623283,1.723688,5.198897,6.383007
40.609862,37.407869,28.258735,17.857009,26.399294,28.728492,15.215554,6.733461,23.459461,47.838179,63.826343,55.347846,25.853985,8.572531,13.732453,17.189394,15.152891,12.726101,0.000000,0.000000,0.000000,0.000000,0.000000,0.244281,12.864474,38.883558,48.502626,42.670831,25.258433,5.304704,8.158383,12.938158,14.605781
29.832786,27.263651,21.434193,23.912834,38.346683,40.021837,22.600700,1.342234,-2.324681,23.373673,52.801047,63.582921,48.403136,25.165882,24.941866,28.700957,24.880358,18.127233,16.359472,17.290936,10.230163,16.281098,21.040355,19.501371,13.653928,29.225826,44.016788,43.722017,30.262537,14.403477,18.516900,23.793065,25.583532
18.049151,17.385566,17.978691,29.077830,47.032912,50.900523,32.736085,9.490495,6.002603,4.714415,27.298172,52.992202,55.068008,36.753352,30.273922,33.529585,29.942198,22.454191,17.639284,15.989004,12.635558,20.946659,29.723601,32.458868,27.489987,24.950594,41.830684,47.530066,37.810947,21.004758,23.166005,28.835521,30.840589
11.070496,11.498776,14.238587,26.799981,49.112063,59.893191,45.946814,18.466228,11.611598,11.385965,5.896334,28.687310,44.773089,37.488996,27.631902,31.269752,30.472857,24.487900,18.397961,14.649932,11.177955,17.387696,25.879804,30.087276,26.057432,19.156800,37.486595,50.621400,46.033375,25.198492,15.606005,20.818492,23.011267
7.924115,8.835550,10.856242,18.081571,42.458071,64.149018,61.427301,34.255158,12.013838,12.490885,8.667718,8.748970,27.614984,31.171101,20.310538,24.175895,26.340349,22.004709,14.959199,10.121046,5.266960,5.703307,10.978925,15.323204,13.703256,4.840676,25.172859,48.821935,54.199499,36.556295,8.212409,5.344045,7.388184
5.194596,6.920615,9.413615,10.086756,27.285699,59.185813,71.843091,55.190219,20.391829,9.417315,9.846469,9.185339,18.479648,25.069329,13.753193,15.074387,17.960740,13.544950,5.678496,7.461548,9.294449,0.564215,-5.554766,1.581542,5.609459,1.923999,8.952207,40.173600,57.817415,48.708783,18.758113,-0.887358,-0.558058
1.758434,4.702796,9.162549,8.836763,8.472121,44.422357,71.238906,69.921903,40.953232,4.558572,7.470962,10.289083,17.899096,22.384886,12.307321,7.754970,9.594715,3.571288,-4.246339,7.825090,11.945698,7.908913,-2.420126,-0.661048,6.473820,5.329287,-2.279823,25.005060,52.907055,54.464553,29.600254,7.190406,5.722283
-0.687653,3.434570,9.638024,10.484562,3.292563,24.667211,61.492602,75.077373,57.229481,22.256130,3.563275,9.848341,18.502521,21.166104,11.083698,4.388241,6.989373,2.572862,0.164346,8.315994,11.594143,9.913572,4.199565,5.921608,13.576262,13.362091,4.305374,7.461481,41.414847,52.638597,35.583108,16.135080,14.364519
0.618888,5.074147,11.580397,13.202948,7.128417,5.282156,47.618851,73.214298,66.470584,36.330514,7.492758,9.990433,18.536067,19.218054,8.550739,2.665830,7.900913,8.543555,7.821944,9.933361,9.429605,7.337432,7.957651,17.352647,24.336247,24.562090,17.342041,6.536252,29.139500,47.529220,38.343072,18.434765,12.635361
6.385977,9.951426,15.408628,17.295766,12.833354,1.809942,32.142116,66.379321,69.844600,45.819109,17.558461,10.527122,16.225756,14.407230,3.883964,-0.002083,6.519852,11.009440,12.765845,12.802878,10.234725,14.469043,22.592449,29.685026,33.419259,34.086699,29.189815,18.834565,22.017260,43.839206,42.635722,22.682750,4.288212
12.728186,15.095460,19.101361,20.924496,17.769897,7.940429,17.296188,56.773824,69.133003,51.990786,26.143647,11.203317,10.791901,7.534096,-1.260989,-2.250585,4.548180,10.714034,13.882108,15.973470,22.048774,30.175925,34.249765,34.210351,34.564572,36.351415,34.296948,26.222351,22.840648,42.846905,49.155760,33.512643,13.250901
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
